track_uri,track,artist,artist_popularity,followers,artist_genre,track_popularity,album,playlist,danceability,valence,energy,tempo,loudness,speechiness,instrumentalness,liveness,acousticness,key
0PG9fbaaHFHfre2gUVo7AN,Please Me,Cardi B,82,20923559,"['dance pop', 'pop', 'rap']",75,Please Me,pop,0.747,0.65,0.57,133.992,-6.711,0.081,0,0.0832,0.0642,1
3XJpQ65m90QFmogv8MH1pG,Take You Down,Chris Brown,89,18079005,"['dance pop', 'r&b']",0,Exclusive,pop,0.387,0.589,0.631,59.409,-5.79,0.0807,0,0.0666,0.126,11
0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),David Guetta,90,25265058,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",70,Nothing but the Beat 2.0,pop,0.604,0.301,0.788,126.06,-3.673,0.103,0.153,0.127,0.0678,0
3Dv1eDb0MEgF93GpLXlucZ,Say So,Doja Cat,88,23853054,"['dance pop', 'pop']",79,Hot Pink,pop,0.787,0.779,0.673,110.962,-4.583,0.159,3.35E-06,0.0904,0.264,11
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),Flo Rida,79,8739857,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",82,Mail on Sunday,pop,0.918,0.304,0.609,128.008,-5.64,0.0791,0,0.139,0.0928,10
6ft9PAgNOjmZ2kFVP7LGqb,Can't Take My Eyes off You,Frankie Valli,62,226711,"['adult standards', 'bubblegum pop', 'mellow gold', 'soft rock']",71,The Very Best of Frankie Valli & The 4 Seasons,pop,0.575,0.536,0.764,123.821,-7.448,0.0746,1.07E-05,0.0692,0.566,4
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,70,1420036,"['dance pop', 'pop rap']",83,The Papercut Chronicles II,pop,0.646,0.796,0.795,89.99,-3.293,0.0976,0,0.267,0.0319,9
7pNC5ZIKtwUK0ReSpM3P9f,Black Widow,Iggy Azalea,69,6221801,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap', 'viral rap']",66,The New Classic,pop,0.743,0.519,0.72,163.99,-3.753,0.124,0.000386,0.109,0.192,11
5vlEg2fT4cFWAqU5QptIpQ,Replay,Iyaz,64,849466,"['dance pop', 'pop rap', 'post-teen pop']",73,Replay,pop,0.706,0.195,0.751,91.031,-6.323,0.0708,0,0.168,0.173,9
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,73,6893355,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",80,We Sing. We Dance. We Steal Things.,pop,0.703,0.712,0.444,150.96,-9.331,0.0417,0,0.0973,0.559,11
7LP4Es66zdY7CyjepqmvAg,Down,Jay Sean,67,1644356,"['dance pop', 'pop rap', 'post-teen pop', 'urban contemporary']",1,All Or Nothing,pop,0.657,0.683,0.695,65.997,-4.493,0.0321,0,0.0822,0.0108,2
4y3OI86AEP6PQoDE6olYhO,Sucker,Jonas Brothers,78,6695370,"['boy band', 'dance pop', 'pop', 'post-teen pop']",2,Sucker,pop,0.842,0.952,0.734,137.958,-5.065,0.0588,0,0.106,0.0427,1
190jyVPHYjAqEaOGmMzdyk,Beauty And A Beat,Justin Bieber,92,68842404,"['canadian pop', 'pop']",75,Believe (Deluxe Edition),pop,0.602,0.526,0.843,128.003,-4.831,0.0593,5.27E-05,0.0682,0.000688,0
6eDApnV9Jdb1nYahOlbbUh,One Time,Justin Bieber,92,68842404,"['canadian pop', 'pop']",71,My World,pop,0.691,0.762,0.853,145.999,-2.528,0.0372,7.13E-05,0.082,0.0631,1
69ghzc538EQSVon2Gm3wrr,One Less Lonely Girl,Justin Bieber,92,68842404,"['canadian pop', 'pop']",69,My World,pop,0.58,0.728,0.75,86.938,-4.421,0.194,0,0.274,0.159,4
6epn3r7S14KUqlReYr77hA,Baby,Justin Bieber,92,68842404,"['canadian pop', 'pop']",82,My World 2.0,pop,0.728,0.535,0.859,65.043,-5.237,0.137,0,0.111,0.0401,5
3rLIv187BhjyweFe89SgLn,Somebody To Love,Justin Bieber,92,68842404,"['canadian pop', 'pop']",70,My World 2.0,pop,0.714,0.663,0.833,129.964,-5.239,0.0259,0,0.298,0.00249,5
3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,Kelly Clarkson,83,9415982,"['dance pop', 'pop', 'post-teen pop', 'talent show']",73,Breakaway,pop,0.662,0.404,0.741,131,-5.406,0.0334,0.0303,0.114,0.00165,0
5OMwQFBcte0aWFJFqrr5oj,TiK ToK,Kesha,76,7489857,"['dance pop', 'pop', 'post-teen pop']",0,Animal,pop,0.755,0.735,0.832,120.032,-2.741,0.116,1.27E-06,0.291,0.0746,2
6fTt0CH2t0mdeB2N9XFG5r,Panini,Lil Nas X,83,12206957,"['lgbtq+ hip hop', 'pop']",63,7 EP,pop,0.703,0.475,0.594,153.848,-6.146,0.0752,0,0.123,0.342,5
2LNbLA2JSQlv6NRz1xdZRj,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,86,39202819,['pop'],44,Hands All Over (Deluxe),pop,0.722,0.627,0.76,128.018,-4.459,0.0478,0,0.294,0.0118,9
2iuZJX9X9P0GKaE93xcPjk,Sugar,Maroon 5,86,39202819,['pop'],82,V,pop,0.748,0.884,0.788,120.076,-7.055,0.0334,0,0.0863,0.0591,1
2DPYlWl50ydYsnnuryL5aX,Cooler Than Me (feat. Big Sean),Mike Posner,70,1319049,"['dance pop', 'edm', 'pop', 'pop rap']",68,Cooler Than Me EP,pop,0.837,0.769,0.515,129.001,-4.065,0.0793,0,0.233,0.103,7
0iYebKFUSfF72fUu2OW6ZT,Super Bass,Nicki Minaj,86,27058629,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",0,Pink Friday (Deluxe),pop,0.72,0.669,0.861,126.991,-4.339,0.209,5.11E-06,0.601,0.269,11
0rIAC4PXANcKmitJfoqmVm,Motivation,Normani,70,2241949,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",70,Motivation,pop,0.599,0.881,0.887,170.918,-3.967,0.0984,1.21E-06,0.3,0.0192,4
0gRczqVHrEQQDyizJUtgRc,Troublemaker (feat. Flo Rida),Olly Murs,67,3271334,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']",0,Right Place Right Time (Deluxe),pop,0.761,0.967,0.856,106.009,-3.65,0.0731,0,0.149,0.02,0
03oZejWqXLbKhhM4iTgShq,What Makes You Beautiful,One Direction,85,28873568,"['boy band', 'pop', 'post-teen pop', 'talent show']",0,Up All Night,pop,0.726,0.868,0.778,125,-2.483,0.0784,0,0.082,0.00851,4
3cHyrEgdyYRjgJKSOiOtcS,Timber (feat. Ke$ha),Pitbull,83,9771925,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",82,Global Warming: Meltdown (Deluxe Version),pop,0.581,0.788,0.963,129.992,-4.087,0.0981,0,0.139,0.0295,11
49FYlytm3dAAraYgpoJZux,Umbrella,Rihanna,90,51876953,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",83,Good Girl Gone Bad: Reloaded,pop,0.583,0.575,0.829,174.028,-4.603,0.134,0,0.0426,0.00864,1
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,Sam Smith,89,21262897,"['pop', 'uk pop']",88,In The Lonely Hour,pop,0.677,0.493,0.485,82.001,-5.795,0.0361,2.04E-05,0.0766,0.529,5
1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame (feat. will.i.am),The Script,74,7651273,"['celtic rock', 'neo mellow', 'pop', 'pop rock']",70,#3,pop,0.421,0.629,0.873,84.786,-4.343,0.0564,0,0.123,0.0654,10
1YaVmBh7EAeR54FIjuFcb5,Naturally,Selena Gomez & The Scene,69,8254056,"['dance pop', 'pop', 'post-teen pop']",65,Kiss & Tell,pop,0.605,0.875,0.902,132.612,-5.406,0.0511,1.01E-06,0.0534,0.0185,10
1DqdF42leyFIzqNDv9CjId,Dynamite,Taio Cruz,70,2185286,"['dance pop', 'edm', 'pop', 'pop rap']",66,Rokstarr,pop,0.754,0.818,0.804,119.968,-3.177,0.0853,0,0.0329,0.00332,4
24YvUQnuPL8gObCfSnAobH,"Hey, Soul Sister",Train,74,4194066,"['dance pop', 'neo mellow', 'pop', 'pop rock']",0,"Save Me, San Francisco",pop,0.677,0.764,0.89,97.012,-4.448,0.0418,0,0.0826,0.182,1
2M9ULmQwTaTGmAdXaXpfz5,Billionaire (feat. Bruno Mars),Travie McCoy,62,351989,['pop rap'],73,Billionaire (feat. Bruno Mars),pop,0.633,0.659,0.673,86.776,-6.403,0.258,0,0.206,0.297,6
4EnwhEyuVrC1CgvSur5YL4,Bet On It,Troy,60,58522,"['hollywood', 'post-teen pop']",63,High School Musical 2 (Original Soundtrack),pop,0.812,0.439,0.67,137.038,-6.385,0.0565,0,0.0518,0.0218,5
5rWIO1uP0GwAoU45RTBJ2F,Gotta Go My Own Way,Zac Efron,68,761606,"['hollywood', 'post-teen pop', 'show tunes']",66,High School Musical 2 (Original Soundtrack),pop,0.555,0.313,0.692,88.995,-4.767,0.0277,3.25E-05,0.232,0.0864,9
7wqSzGeodspE3V6RBD5W8L,See You Again (feat. Charlie Puth),Wiz Khalifa,83,10851887,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0,See You Again (feat. Charlie Puth),pop,0.689,0.283,0.481,80.025,-7.503,0.0815,1.03E-06,0.0649,0.369,10
65fpYBrI8o2cfrwf2US4gq,Rewrite The Stars,Zac Efron,68,761606,"['hollywood', 'post-teen pop', 'show tunes']",73,The Greatest Showman (Original Motion Picture Soundtrack),pop,0.684,0.284,0.619,125.046,-7.005,0.0386,0,0.122,0.0716,10
09IStsImFySgyp0pIQdqAc,The Middle,Zedd,76,5870976,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']",81,The Middle,pop,0.753,0.437,0.657,107.01,-3.061,0.0449,0,0.112,0.171,7
7fYbFYt7X4FZvuJJC90EX0,Problem,Ariana Grande,91,86525062,"['dance pop', 'pop']",0,My Everything,pop,0.654,0.61,0.797,102.998,-5.278,0.182,1.04E-05,0.131,0.0216,1
28AUzRo0nQLESL55WDV0um,DJ Got Us Fallin' In Love (feat. Pitbull),Usher,80,10218870,"['atl hip hop', 'contemporary r&b', 'dance pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",51,Versus,pop,0.663,0.654,0.861,119.964,-3.398,0.109,0,0.082,0.0336,7
2rPE9A1vEgShuZxxzR2tZH,"thank u, next",Ariana Grande,91,86525062,"['dance pop', 'pop']",23,"thank u, next",pop,0.724,0.435,0.647,106.96,-5.642,0.0658,0,0.102,0.28,1
1tAutlhI9FwnKn7fVgmd5P,Without You (feat. Usher),David Guetta,90,25265058,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",65,Nothing but the Beat 2.0,pop,0.608,0.402,0.614,127.885,-3.727,0.0285,3.82E-06,0.157,0.227,2
3PfeAZbfD134dO6OiLDA2Y,Just A Dream,Nelly,75,2309304,"['dance pop', 'hip hop', 'pop rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",42,Just A Dream,pop,0.461,0.115,0.748,180.063,-6.122,0.033,0,0.125,0.0444,1
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,66,1011788,"['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",81,MKTO,pop,0.72,0.756,0.791,102.071,-4.689,0.124,0,0.157,0.0384,1
6aDi4gOE2Cfc6ecynvP81R,Born This Way,Lady Gaga,87,24485441,"['art pop', 'dance pop', 'pop']",49,Born This Way,pop,0.586,0.508,0.827,123.905,-5.102,0.15,0,0.328,0.0037,11
7Kt59L2ZZGtOnIhvMwzG6f,Diamonds,Rihanna,90,51876953,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",56,Unapologetic (Deluxe),pop,0.564,0.393,0.71,91.972,-4.92,0.0461,0,0.109,0.00125,11
2VOomzT6VavJOGBeySqaMc,Disturbia,Rihanna,90,51876953,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",79,Good Girl Gone Bad: Reloaded,pop,0.707,0.722,0.813,124.921,-4.515,0.0571,0,0.168,0.0863,11
5mvKuE9Lf9ARVXVXA32kK9,Price Tag,Jessie J,73,10711151,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",62,Who You Are (Platinum Edition),pop,0.638,0.685,0.831,175.038,-3.944,0.182,3.06E-06,0.277,0.0281,5
5pomCBdsTZSDCFHH8BAUQe,This Is Me,Demi Lovato,80,23923457,"['dance pop', 'pop', 'post-teen pop']",66,Camp Rock,pop,0.421,0.594,0.821,91.245,-2.783,0.0372,0,0.1,0.00971,1
2zSKv1vA08xkdYlSEpYe1L,Nice Guys,Chester See,41,73981,['viral pop'],42,Nice Guys,pop,0.463,0.841,0.881,88.962,-3.597,0.113,0,0.215,0.589,10
4urcG6Nfubqsuqy3juMjBi,Brokenhearted,Karmin,51,552749,"['dance pop', 'electropop', 'post-teen pop', 'viral pop']",63,Hello,pop,0.765,0.886,0.765,120.001,-2.732,0.0585,3.82E-06,0.0527,0.00765,1
3NLnwwAQbbFKcEcV8hDItk,Perfect,One Direction,85,28873568,"['boy band', 'pop', 'post-teen pop', 'talent show']",79,Made In The A.M. (Deluxe Edition),pop,0.647,0.396,0.823,99.933,-5.231,0.0762,0,0.119,0.0598,2
6MAdEUilV2p9RQUqE5bMAK,Domino,Jessie J,73,10711151,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",66,Who You Are (Platinum Edition),pop,0.757,0.793,0.547,126.977,-4.573,0.0355,0,0.0445,0.0115,7
4TgxFMOn5yoESW6zCidCXL,Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685,64,109041,['nz pop'],74,Savage Love (Laxed - Siren Beat) [BTS Remix],pop,0.758,0.658,0.598,149.836,-5.695,0.0868,0,0.295,0.16,0
2QtxlzvSBONjs1bDC34ixs,Yeah 3x,Chris Brown,89,18079005,"['dance pop', 'r&b']",70,F.A.M.E. (Expanded Edition),pop,0.705,0.7,0.882,130,-3.201,0.0445,1.16E-06,0.0934,0.000369,11
47aQT2aV12TyilaoYi1NiD,Promiscuous,Nelly Furtado,76,3298042,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap']",0,Loose,pop,0.795,0.843,0.978,114.321,-6.097,0.0459,8.29E-05,0.143,0.046,10
6btyEL6NwUa97Nex9cZFvo,Pump It,Black Eyed Peas,82,7129808,"['dance pop', 'pop', 'pop rap']",70,Monkey Business,pop,0.649,0.744,0.931,153.645,-3.15,0.181,0,0.751,0.0093,1
45hOioMDJktr86iKDHC8gr,Girlfriend,Avril Lavigne,77,9433201,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",75,The Best Damn Thing (Expanded Edition),pop,0.56,0.669,0.959,163.983,-2.433,0.102,0.000221,0.209,0.000722,7
18zrqdHev7Niaz2MK6P0Rp,Nothin' on You (feat. Bruno Mars),B.o.B,73,2041003,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",46,Nothin' on You,pop,0.688,0.743,0.853,103.993,-5.814,0.0493,0,0.0862,0.386,10
3V2xoX4Ap0ZX9WN8ckSlD4,Mirrors,Justin Timberlake,80,12497513,"['dance pop', 'pop']",0,The 20/20 Experience - The Complete Experience,pop,0.574,0.512,0.512,76.899,-6.664,0.0503,0,0.0946,0.234,5
6875MeXyCW0wLyT72Eetmo,Starving,Hailee Steinfeld,72,8339456,"['dance pop', 'pop', 'post-teen pop']",35,HAIZ,pop,0.668,0.498,0.613,99.852,-4.225,0.102,0,0.102,0.414,4
1XXbgifsLFB5pRNWuRqz0t,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,85,12562513,"['dance pop', 'hip pop', 'pop']",13,Weekendhygge,pop,0.631,0.418,0.531,108.038,-7.26,0.0433,0,0.177,0.399,0
0rTV5WefWd1J3OwIheTzxM,Talk,Khalid,86,15723070,"['pop', 'pop r&b']",69,Talk,pop,0.9,0.338,0.4,136.001,-8.443,0.124,0,0.0876,0.0501,0
5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,83,19147760,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",78,Without Me,pop,0.752,0.533,0.488,136.041,-7.05,0.0705,9.11E-06,0.0936,0.297,6
1oHNvJVbFkexQc0BpQp7Y4,Starships,Nicki Minaj,86,27058629,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",74,Pink Friday ... Roman Reloaded,pop,0.747,0.751,0.716,125.008,-2.457,0.075,0,0.251,0.135,11
0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,Robin Thicke,64,1908679,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",76,Blurred Lines (Deluxe),pop,0.853,0.843,0.599,119.993,-4.756,0.0411,7.93E-06,0.0759,0.00334,7
0Dc7J9VPV4eOInoxUiZrsL,Don't Tell 'Em,Jeremih,75,6088608,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",74,Late Nights: The Album,pop,0.856,0.386,0.527,98.052,-5.225,0.0997,0,0.11,0.392,2
1rKBOL9kJfX1Y4C3QaOvRH,Boyfriend,Big Time Rush,66,2596955,"['boy band', 'dance pop', 'pop', 'post-teen pop']",64,BTR,pop,0.614,0.677,0.857,164.146,-4.171,0.111,0,0.177,0.0987,1
4lsHZ92XCFOQfzJFBTluk8,You Got It,Vedo,62,368220,"['pop r&b', 'pop rap', 'r&b', 'urban contemporary']",72,For You,pop,0.762,0.394,0.433,122.074,-8.937,0.187,0,0.118,0.143,5
2iUmqdfGZcHIhS3b9E9EWq,Everybody Talks,Neon Trees,66,1202751,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",79,Picture Show,pop,0.471,0.725,0.924,154.961,-3.906,0.0586,0,0.313,0.00301,8
1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,Rixton,62,738919,"['dance pop', 'pop', 'pop rock', 'post-teen pop']",79,Let The Road,pop,0.545,0.551,0.783,174.084,-4.261,0.0345,0,0.132,0.00489,5
2ZI18qoTqFdSftkjP1olVY,Last Friday Night (T.G.I.F.),Katy Perry,85,24401213,"['dance pop', 'pop']",41,Teenage Dream,pop,0.652,0.72,0.812,126.023,-3.797,0.0409,3.01E-05,0.667,0.00125,3
3yCzLH2lQ8KknpvsqNCo35,California Gurls,Katy Perry,85,24401213,"['dance pop', 'pop']",41,Teenage Dream,pop,0.788,0.403,0.753,125.005,-3.71,0.0536,0,0.18,0.0038,0
1nZzRJbFvCEct3uzu04ZoL,Part Of Me,Katy Perry,85,24401213,"['dance pop', 'pop']",75,Teenage Dream: The Complete Confection,pop,0.678,0.769,0.918,130.028,-4.63,0.0355,0,0.0744,0.000417,5
3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylor’s Version),Taylor Swift,99,65335726,['pop'],76,Love Story (Taylor’s Version),pop,0.626,0.416,0.79,119.082,-4.302,0.0311,3.97E-06,0.0989,0.135,2
45sDIKapDyxPl307QpEAwl,Rocketeer,Far East Movement,66,1128656,"['asian american hip hop', 'dance pop', 'edm', 'pop rap']",69,Free Wired,pop,0.664,0.357,0.845,96.005,-6.115,0.0461,0,0.267,0.181,4
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),Doja Cat,88,23853054,"['dance pop', 'pop']",81,Kiss Me More (feat. SZA),pop,0.762,0.742,0.701,110.968,-3.541,0.0286,0.000158,0.123,0.235,8
3bC1ahPIYt1btJzSSEyyrF,Whistle,Flo Rida,79,8739857,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",78,Wild Ones,pop,0.747,0.739,0.937,103.976,-5.746,0.0453,0,0.29,0.0208,0
6TwfdLbaxTKzQi3AgsZNzx,Daylight,Maroon 5,86,39202819,['pop'],63,Overexposed (Deluxe),pop,0.657,0.331,0.679,120.007,-5.511,0.0269,0,0.211,0.00246,2
4XNrMwGx1SqP01sqkGTDmo,One More Night,Maroon 5,86,39202819,['pop'],71,Overexposed (Deluxe),pop,0.718,0.613,0.82,92.998,-3.453,0.0323,0,0.0846,0.0444,5
4gbVRS8gloEluzf0GzDOFc,Maps,Maroon 5,86,39202819,['pop'],84,V,pop,0.742,0.879,0.713,120.032,-5.522,0.0303,0,0.059,0.0205,1
2bL2gyO6kBdLkNSkxXNh6x,Animals,Maroon 5,86,39202819,['pop'],81,V,pop,0.279,0.328,0.742,189.868,-6.46,0.0898,0,0.593,0.000185,4
5YJtMNWKe55yr49cyJgxva,Everytime We Touch,Cascada,67,463866,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international', 'pop rap']",72,Everytime We Touch (Premium Edition),pop,0.633,0.493,0.976,142.027,-5.362,0.0519,1.29E-05,0.382,0.00281,8
5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),The Kid LAROI,82,4164055,"['australian hip hop', 'pop']",88,STAY (with Justin Bieber),pop,0.591,0.478,0.764,169.928,-5.484,0.0483,0,0.103,0.0383,1
33KJ2xFYONOlIYDBg6wPx8,Personal,HRVY,65,1615249,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",69,Talk To Ya - EP,pop,0.755,0.882,0.536,138.969,-5.605,0.12,0,0.0282,0.114,8
02MWAaffLxlfxAUY7c5dvx,Heat Waves,Glass Animals,79,3572305,"['gauze pop', 'indietronica', 'shiver pop']",88,Dreamland (+ Bonus Levels),pop,0.761,0.531,0.525,80.87,-6.9,0.0944,6.70E-06,0.0921,0.44,11
6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,88,23853054,"['dance pop', 'pop']",88,Planet Her,pop,0.824,0.881,0.764,107.998,-4.175,0.0854,0.00294,0.117,0.0888,5
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),Dua Lipa,89,38008995,"['dance pop', 'pop', 'uk pop']",85,Future Nostalgia,pop,0.702,0.915,0.825,102.977,-3.787,0.0601,0,0.0674,0.00883,6
02M6vucOvmRfMxTXDUwRXu,11-Jul,Beyoncé,87,33151535,"['dance pop', 'pop', 'r&b']",69,BEYONCÉ [Platinum Edition],party,0.747,0.56,0.705,136.024,-5.137,0.126,0,0.126,0.0128,9
05Z7jet4VDNVgNQWcYHnrk,Party (feat. Usher & Gucci Mane),Chris Brown,89,18079005,"['dance pop', 'r&b']",0,Party (feat. Usher & Gucci Mane),party,0.762,0.316,0.576,142.096,-4.951,0.0829,0,0.0869,0.0556,1
4DvhkX2ic4zWkQeWMwQ2qf,Like A G6,Far East Movement,66,1128656,"['asian american hip hop', 'dance pop', 'edm', 'pop rap']",70,Free Wired,party,0.435,0.778,0.837,124.913,-8.126,0.449,0,0.117,0.00676,3
41Fflg7qHiVOD6dEPvsCzO,Worth It (feat. Kid Ink),Fifth Harmony,70,15204612,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",74,Reflection (Deluxe),party,0.884,0.594,0.765,99.987,-3.865,0.0882,7.04E-06,0.118,0.063,8
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),Flo Rida,79,8739857,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",82,Mail on Sunday,party,0.918,0.304,0.609,128.008,-5.64,0.0791,0,0.139,0.0928,10
6g6A7qNhTfUgOSH7ROOxTD,Talk Dirty (feat. 2 Chainz),Jason Derulo,80,11668253,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",66,Talk Dirty,party,0.76,0.759,0.652,100.315,-7.321,0.232,0,0.307,0.0348,6
2sLwPnIP3CUVmIuHranJZU,Wiggle (feat. Snoop Dogg),Jason Derulo,80,11668253,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",58,Talk Dirty,party,0.697,0.721,0.621,81.946,-6.886,0.25,0,0.162,0.0802,9
5Isz0twJeFdduOQEFQLezv,Confident,Justin Bieber,92,68842404,"['canadian pop', 'pop']",66,Journals,party,0.738,0.876,0.563,134.132,-5.467,0.11,0,0.191,0.113,5
